unique_id,workshop_id,sn_type,sn_id,sn_content,sn_clean,sn_token,sn_token_str,compound_s,positive_s,negative_s,neutral_s
A5_S2,A5,S,S2,realistic but dont fully understand the parallels,realistic but dont fully understand the parallels,"['realistic', 'nt', 'fully', 'understand', 'parallel']",realistic nt fully understand parallel,0.0,0.0,0.0,1.0
A5_S3,A5,S,S3,creatures and animals but in the end realize that they are actually people,creatures and animals but in the end realize that they are actually people,"['creature', 'animal', 'end', 'realize', 'actually', 'people']",creature animal end realize actually people,0.0,0.0,0.0,1.0
A5_S4,A5,S,S4,card game board game mixed medium video,card game board game mixed medium video,"['card', 'game', 'board', 'game', 'mix', 'medium', 'video']",card game board game mix medium video,0.0,0.0,0.0,1.0
A5_S5,A5,S,S5,physical version and online version,physical version and online version,"['physical', 'version', 'online', 'version']",physical version online version,0.0,0.0,0.0,1.0
A5_S6,A5,S,S6,realy scary animals and really cute animals but scary ones not actually bad,realy scary animals and really cute animals but scary ones not actually bad,"['realy', 'scary', 'animal', 'cute', 'animal', 'scary', 'one', 'not', 'actually', 'bad']",realy scary animal cute animal scary one not actually bad,-0.1226,0.278,0.3,0.422
A5_G1,A5,G,G1,at the end you review your decisions and analyse yourself and understand own bias,at the end you review your decisions and analyse yourself and understand own bias,"['end', 'review', 'decision', 'analyse', 'understand', 'bias']",end review decision analyse understand bias,-0.1027,0.0,0.097,0.903
A5_G2,A5,G,G2,helping or not helping,helping or not helping,"['help', 'not', 'help']",help not help,0.0803,0.361,0.31,0.329
A5_G3,A5,G,G3,many levels,many levels,['level'],level,0.0,0.0,0.0,1.0
A5_G4,A5,G,G4,having fun,having fun,"['have', 'fun']",have fun,0.5106,0.767,0.0,0.233
A5_G5,A5,G,G5,Roleplay,roleplay,['roleplay'],roleplay,0.0,0.0,0.0,1.0
A5_G6,A5,G,G6,winning,winning,['win'],win,0.5267,1.0,0.0,0.0
A5_G7,A5,G,G7,peace,peace,['peace'],peace,0.5423,1.0,0.0,0.0
A5_G8,A5,G,G8,Levels,levels,['level'],level,0.0,0.0,0.0,1.0
A5_G9,A5,G,G9,fear,fear,['fear'],fear,-0.4939,0.0,1.0,0.0
A5_G10,A5,G,G10,Empathy,empathy,['empathy'],empathy,0.0,0.0,0.0,1.0
A5_G11,A5,G,G11,compassion,compassion,['compassion'],compassion,0.4588,1.0,0.0,0.0
A6_L1,A6,L,L1,immediate reflection as witness action effects and later reflection once see all other possible scenariso,immediate reflection as witness action effects and later reflection once see all other possible scenariso,"['immediate', 'reflection', 'witness', 'action', 'effect', 'later', 'reflection', 'possible', 'scenariso']",immediate reflection witness action effect later reflection possible scenariso,0.0,0.0,0.0,1.0
A6_L2,A6,L,L2,"questions during the game (surprising) and after the game, WHY?",questions during the game surprising and after the game why,"['question', 'game', 'surprising', 'game']",question game surprising game,0.2732,0.189,0.0,0.811
A6_L3,A6,L,L3,"multiplayer, police officers, community members (get insight)",multiplayer police officers community members get insight,"['multiplayer', 'police', 'officer', 'community', 'member', 'insight']",multiplayer police officer community member insight,0.0,0.0,0.0,1.0
A6_L4,A6,L,L4,crowdsourcing from community members to see difference between the two,crowdsourcing from community members to see difference between the two,"['crowdsource', 'community', 'member', 'difference']",crowdsource community member difference,0.0,0.0,0.0,1.0
A6_L5,A6,L,L5,community players (gathering info) police (distributing),community players gathering info police distributing,"['community', 'player', 'gather', 'info', 'police', 'distribute']",community player gather info police distribute,0.0,0.0,0.0,1.0
A6_L6,A6,L,L6,"explain whats wrong with current community oriented policing and how to improve, discover new perspective",explain whats wrong with current community oriented policing and how to improve discover new perspective,"['explain', 's', 'wrong', 'current', 'community', 'orient', 'policing', 'improve', 'discover', 'new', 'perspective']",explain s wrong current community orient policing improve discover new perspective,-0.0516,0.153,0.163,0.684
A6_L7,A6,L,L7,"learning on police bias (what it is, how to recognize it, how its bad, and how to act on it)",learning on police bias what it is how to recognize it how its bad and how to act on it,"['learn', 'police', 'bias', 'recognize', 'bad', 'act']",learn police bias recognize bad act,-0.5994,0.0,0.214,0.786
A6_L8,A6,L,L8,"skills: be a licensed cop, gained: insight, broader analysis of what piolcing is and what effect it has on people's lives",skills be a licensed cop gained insight broader analysis of what piolcing is and what effect it has on people s lives,"['skill', 'licensed', 'cop', 'gain', 'insight', 'broad', 'analysis', 'piolcing', 'effect', 'people', 's', 'life']",skill licensed cop gain insight broad analysis piolcing effect people s life,0.3818,0.11,0.0,0.89
A6_L9,A6,L,L9,skills: be a community members who deals with police regulary (subjesct),skills be a community members who deals with police regulary subjesct,"['skill', 'community', 'member', 'deal', 'police', 'regulary', 'subjesct']",skill community member deal police regulary subjesct,0.0,0.0,0.0,1.0
A6_S1,A6,S,S1,world: setting similar to participant lives,world setting similar to participant lives,"['world', 'set', 'similar', 'participant', 'life']",world set similar participant life,0.0,0.0,0.0,1.0
A6_S2,A6,S,S2,"the plot is up to the players, it develops based on how people play the game",the plot is up to the players it develops based on how people play the game,"['plot', 'player', 'develop', 'base', 'people', 'play', 'game']",plot player develop base people play game,0.34,0.138,0.0,0.862
A6_S3,A6,S,S3,"some structure, with possibility to look back at the end",some structure with possibility to look back at the end,"['structure', 'possibility', 'look', 'end']",structure possibility look end,0.0,0.0,0.0,1.0
A6_S4,A6,S,S4,"""criminals"" + cop",criminals  cop,"['criminal', 'cop']",criminal cop,-0.5719,0.0,0.787,0.213
A6_S5,A6,S,S5,characters: main protagonist (cop and partner) and people they interact with,characters main protagonist cop and partner and people they interact with,"['character', 'main', 'protagonist', 'cop', 'partner', 'people', 'interact']",character main protagonist cop partner people interact,0.0,0.0,0.0,1.0
A6_S6,A6,S,S6,characters reversed community: end up on the police end,characters reversed community end up on the police end,"['character', 'reverse', 'community', 'end', 'police', 'end']",character reverse community end police end,0.0,0.0,0.0,1.0
A6_S7,A6,S,S7,characters: people as main player and cop as second,characters people as main player and cop as second,"['character', 'people', 'main', 'player', 'cop', 'second']",character people main player cop second,0.0,0.0,0.0,1.0
A6_S8,A6,S,S8,explicit and relatable setting,explicit and relatable setting,"['explicit', 'relatable', 'setting']",explicit relatable setting,0.0,0.0,0.0,1.0
A6_S9,A6,S,S9,"characters: cops, community members",characters cops community members,"['character', 'cop', 'community', 'member']",character cop community member,0.0,0.0,0.0,1.0
A6_G1,A6,G,G1,illustrative/visuals and people's interpretations based game,illustrative visuals and people s interpretations based game,"['illustrative', 'visual', 'people', 's', 'interpretation', 'base', 'game']",illustrative visual people s interpretation base game,0.0,0.0,0.0,1.0
A6_G2,A6,G,G2,"motivation: mandatory, recurring",motivation mandatory recurring,"['motivation', 'mandatory', 'recur']",motivation mandatory recur,0.4019,0.787,0.0,0.213
A6_G3,A6,G,G3,see an idea/image first and then everyone gives opinion on it,see an idea image first and then everyone gives opinion on it,"['idea', 'image', 'give', 'opinion']",idea image give opinion,0.0,0.0,0.0,1.0
A6_G4,A6,G,G4,"different levels, different parts, evolving",different levels different parts evolving,"['different', 'level', 'different', 'part', 'evolve']",different level different part evolve,0.0,0.0,0.0,1.0
A6_G5,A6,G,G5,"motivation: game should be engaging, game should be well produced/cool/designed",motivation game should be engaging game should be well produced cool designed,"['motivation', 'game', 'engage', 'game', 'produce', 'cool', 'design']",motivation game engage game produce cool design,0.802,0.535,0.0,0.465
A6_G6,A6,G,G6,"shame, discovery, bewilderment",shame discovery bewilderment,"['shame', 'discovery', 'bewilderment']",shame discovery bewilderment,-0.4767,0.0,0.608,0.392
A6_G7,A6,G,G7,"outcome: moves the story along, player sees what happens after immediate action, in the end player sees all other possible scenarios",outcome moves the story along player sees what happens after immediate action in the end player sees all other possible scenarios,"['outcome', 'move', 'story', 'player', 'see', 'happen', 'immediate', 'action', 'end', 'player', 'see', 'possible', 'scenario']",outcome move story player see happen immediate action end player see possible scenario,0.0,0.0,0.0,1.0
A6_G8,A6,G,G8,"multi choice thing, time-pressure, feedback at end",multi choice thing time pressure feedback at end,"['multi', 'choice', 'thing', 'time', 'pressure', 'feedback', 'end']",multi choice thing time pressure feedback end,-0.296,0.0,0.239,0.761
A6_G9,A6,G,G9,"discomfort, curiosity, vulnerability",discomfort curiosity vulnerability,"['discomfort', 'curiosity', 'vulnerability']",discomfort curiosity vulnerability,-0.5719,0.0,0.825,0.175
A6_U1,A6,U,U1,share game results: yes,share game results yes,"['share', 'game', 'result', 'yes']",share game result yes,0.5994,0.71,0.0,0.29
A6_U2,A6,U,U2,progress reports: report shown only when player stops at end. Analysis has to be nuanced and insightful,progress reports report shown only when player stops at end analysis has to be nuanced and insightful,"['progress', 'report', 'report', 'show', 'player', 'stop', 'end', 'analysis', 'nuanced', 'insightful']",progress report report show player stop end analysis nuanced insightful,0.296,0.144,0.082,0.773
A6_U3,A6,U,U3,"results shared: built into the game, results shown anonymous but no choice, nameless statistics on areas, voluntarily share",results shared built into the game results shown anonymous but no choice nameless statistics on areas voluntarily share,"['result', 'shared', 'build', 'game', 'result', 'show', 'anonymous', 'no', 'choice', 'nameless', 'statistic', 'area', 'voluntarily', 'share']",result shared build game result show anonymous no choice nameless statistic area voluntarily share,0.1779,0.202,0.126,0.673
